,category,qty out,release date,year,month,week,yaerweek
10827,surgical mask,500.0,2020-06-16,2020,6,25,2020_25
10828,n95,180.0,2020-06-16,2020,6,25,2020_25
10830,gloves,1000.0,2020-06-16,2020,6,25,2020_25
10832,gloves,1000.0,2020-06-16,2020,6,25,2020_25
10833,gloves,1000.0,2020-06-16,2020,6,25,2020_25
10834,gloves,1000.0,2020-06-16,2020,6,25,2020_25
10835,sanitizer,3.0,2020-06-16,2020,6,25,2020_25
10836,face shield,80.0,2020-06-16,2020,6,25,2020_25
10841,misc,20.0,2020-06-16,2020,6,25,2020_25
10842,misc,260.0,2020-06-16,2020,6,25,2020_25
10845,surgical mask,1000.0,2020-06-17,2020,6,25,2020_25
10848,gown,200.0,2020-06-17,2020,6,25,2020_25
10849,face shield,200.0,2020-06-17,2020,6,25,2020_25
10851,surgical mask,1000.0,2020-06-17,2020,6,25,2020_25
10852,surgical mask,130.0,2020-06-17,2020,6,25,2020_25
10853,n95,210.0,2020-06-17,2020,6,25,2020_25
10855,gown,130.0,2020-06-17,2020,6,25,2020_25
10861,face shield,10.0,2020-06-17,2020,6,25,2020_25
10863,surgical mask,500.0,2020-06-17,2020,6,25,2020_25
10866,gown,300.0,2020-06-17,2020,6,25,2020_25
10867,face shield,30.0,2020-06-17,2020,6,25,2020_25
10872,face shield,100.0,2020-06-17,2020,6,25,2020_25
10874,surgical mask,500.0,2020-06-18,2020,6,25,2020_25
10875,n95,150.0,2020-06-18,2020,6,25,2020_25
10877,gown,600.0,2020-06-18,2020,6,25,2020_25
10878,gloves,1000.0,2020-06-18,2020,6,25,2020_25
10879,gloves,1000.0,2020-06-18,2020,6,25,2020_25
10880,face shield,50.0,2020-06-18,2020,6,25,2020_25
10882,surgical mask,500.0,2020-06-18,2020,6,25,2020_25
10883,n95,110.0,2020-06-18,2020,6,25,2020_25
10885,gown,200.0,2020-06-18,2020,6,25,2020_25
10886,gloves,500.0,2020-06-18,2020,6,25,2020_25
10887,face shield,20.0,2020-06-18,2020,6,25,2020_25
10889,surgical mask,1500.0,2020-06-18,2020,6,25,2020_25
10890,n95,20.0,2020-06-18,2020,6,25,2020_25
10892,gown,100.0,2020-06-18,2020,6,25,2020_25
10893,gown,100.0,2020-06-18,2020,6,25,2020_25
10894,gloves,1000.0,2020-06-18,2020,6,25,2020_25
10895,gloves,1000.0,2020-06-18,2020,6,25,2020_25
10896,face shield,100.0,2020-06-18,2020,6,25,2020_25
10898,surgical mask,2500.0,2020-06-18,2020,6,25,2020_25
10906,gown,200.0,2020-06-18,2020,6,25,2020_25
10907,gown,200.0,2020-06-18,2020,6,25,2020_25
10908,gown,200.0,2020-06-18,2020,6,25,2020_25
10914,gown,200.0,2020-06-24,2020,6,26,2020_26
10915,gown,200.0,2020-06-24,2020,6,26,2020_26
10916,gown,200.0,2020-06-24,2020,6,26,2020_26
10917,face shield,100.0,2020-06-24,2020,6,26,2020_26
10919,surgical mask,200.0,2020-06-25,2020,6,26,2020_26
10920,n95,100.0,2020-06-25,2020,6,26,2020_26
10923,gown,50.0,2020-06-25,2020,6,26,2020_26
10924,gown,50.0,2020-06-25,2020,6,26,2020_26
10925,gloves,300.0,2020-06-25,2020,6,26,2020_26
10926,face shield,100.0,2020-06-25,2020,6,26,2020_26
10928,surgical mask,50.0,2020-06-25,2020,6,26,2020_26
10929,n95,20.0,2020-06-25,2020,6,26,2020_26
10931,gown,10.0,2020-06-25,2020,6,26,2020_26
10932,gloves,100.0,2020-06-25,2020,6,26,2020_26
10933,face shield,10.0,2020-06-25,2020,6,26,2020_26
10935,surgical mask,400.0,2020-06-25,2020,6,26,2020_26
10936,n95,200.0,2020-06-25,2020,6,26,2020_26
10938,gown,100.0,2020-06-25,2020,6,26,2020_26
10939,gloves,300.0,2020-06-25,2020,6,26,2020_26
10940,gloves,500.0,2020-06-25,2020,6,26,2020_26
10941,gloves,200.0,2020-06-25,2020,6,26,2020_26
10944,surgical mask,200.0,2020-06-24,2020,6,26,2020_26
10945,n95,20.0,2020-06-24,2020,6,26,2020_26
10947,gloves,100.0,2020-06-24,2020,6,26,2020_26
10948,gloves,100.0,2020-06-24,2020,6,26,2020_26
10949,face shield,6.0,2020-06-24,2020,6,26,2020_26
10951,surgical mask,1000.0,2020-06-24,2020,6,26,2020_26
10954,gown,500.0,2020-06-24,2020,6,26,2020_26
10955,gloves,500.0,2020-06-24,2020,6,26,2020_26
10956,gloves,500.0,2020-06-24,2020,6,26,2020_26
10959,surgical mask,500.0,2020-06-22,2020,6,26,2020_26
10960,n95,120.0,2020-06-22,2020,6,26,2020_26
10962,gown,200.0,2020-06-22,2020,6,26,2020_26
10963,gloves,500.0,2020-06-22,2020,6,26,2020_26
10964,gloves,500.0,2020-06-22,2020,6,26,2020_26
10965,gloves,500.0,2020-06-22,2020,6,26,2020_26
10966,gloves,500.0,2020-06-22,2020,6,26,2020_26
10967,face shield,20.0,2020-06-22,2020,6,26,2020_26
10969,surgical mask,400.0,2020-06-24,2020,6,26,2020_26
10972,gloves,100.0,2020-06-24,2020,6,26,2020_26
10973,gloves,100.0,2020-06-24,2020,6,26,2020_26
10974,gloves,200.0,2020-06-24,2020,6,26,2020_26
10977,surgical mask,200.0,2020-06-24,2020,6,26,2020_26
10978,n95,60.0,2020-06-24,2020,6,26,2020_26
10980,gown,20.0,2020-06-24,2020,6,26,2020_26
10981,face shield,30.0,2020-06-24,2020,6,26,2020_26
10983,surgical mask,2000.0,2020-06-25,2020,6,26,2020_26
10984,n95,500.0,2020-06-25,2020,6,26,2020_26
10986,gown,500.0,2020-06-25,2020,6,26,2020_26
10987,gown,250.0,2020-06-25,2020,6,26,2020_26
10988,gown,250.0,2020-06-25,2020,6,26,2020_26
10989,gloves,200.0,2020-06-25,2020,6,26,2020_26
10990,gloves,200.0,2020-06-25,2020,6,26,2020_26
10991,gloves,200.0,2020-06-25,2020,6,26,2020_26
10992,gloves,200.0,2020-06-25,2020,6,26,2020_26
10993,gloves,200.0,2020-06-25,2020,6,26,2020_26
10994,face shield,100.0,2020-06-25,2020,6,26,2020_26
10999,face shield,100.0,2020-06-18,2020,6,25,2020_25
11001,surgical mask,300.0,2020-06-23,2020,6,26,2020_26
11002,n95,120.0,2020-06-23,2020,6,26,2020_26
11004,gown,500.0,2020-06-23,2020,6,26,2020_26
11005,gloves,600.0,2020-06-23,2020,6,26,2020_26
11006,gloves,600.0,2020-06-23,2020,6,26,2020_26
11007,face shield,100.0,2020-06-23,2020,6,26,2020_26
11009,surgical mask,250.0,2020-06-24,2020,6,26,2020_26
11010,n95,150.0,2020-06-24,2020,6,26,2020_26
11012,gown,50.0,2020-06-24,2020,6,26,2020_26
11013,gown,50.0,2020-06-24,2020,6,26,2020_26
11014,gown,50.0,2020-06-24,2020,6,26,2020_26
11015,gown,150.0,2020-06-24,2020,6,26,2020_26
11016,face shield,100.0,2020-06-24,2020,6,26,2020_26
11018,surgical mask,1400.0,2020-06-23,2020,6,26,2020_26
11019,n95,120.0,2020-06-23,2020,6,26,2020_26
11021,gown,100.0,2020-06-23,2020,6,26,2020_26
11022,gloves,3600.0,2020-06-23,2020,6,26,2020_26
11023,gloves,3600.0,2020-06-23,2020,6,26,2020_26
11024,sanitizer,10.0,2020-06-23,2020,6,26,2020_26
11025,sanitizer,10.0,2020-06-23,2020,6,26,2020_26
11026,sanitizer,10.0,2020-06-23,2020,6,26,2020_26
11027,sanitizer,1.0,2020-06-23,2020,6,26,2020_26
11028,face shield,120.0,2020-06-23,2020,6,26,2020_26
11030,surgical mask,500.0,2020-06-25,2020,6,26,2020_26
11031,n95,200.0,2020-06-25,2020,6,26,2020_26
11033,gown,400.0,2020-06-25,2020,6,26,2020_26
11034,gown,100.0,2020-06-25,2020,6,26,2020_26
11035,gloves,300.0,2020-06-25,2020,6,26,2020_26
11036,gloves,300.0,2020-06-25,2020,6,26,2020_26
11037,gloves,300.0,2020-06-25,2020,6,26,2020_26
11038,gloves,300.0,2020-06-25,2020,6,26,2020_26
11039,goggles,144.0,2020-06-25,2020,6,26,2020_26
11040,face shield,200.0,2020-06-25,2020,6,26,2020_26
11044,n95,20.0,2020-06-26,2020,6,26,2020_26
11045,gown,5.0,2020-06-26,2020,6,26,2020_26
11047,surgical mask,400.0,2020-06-25,2020,6,26,2020_26
11050,gloves,600.0,2020-06-25,2020,6,26,2020_26
11051,gloves,500.0,2020-06-25,2020,6,26,2020_26
11056,gown,800.0,2020-06-26,2020,6,26,2020_26
11059,surgical mask,2100.0,2020-06-29,2020,6,27,2020_27
11062,gown,100.0,2020-06-29,2020,6,27,2020_27
11063,gown,60.0,2020-06-29,2020,6,27,2020_27
11064,face shield,100.0,2020-06-29,2020,6,27,2020_27
11066,surgical mask,1000.0,2020-06-30,2020,6,27,2020_27
11067,n95,250.0,2020-06-30,2020,6,27,2020_27
11069,gown,200.0,2020-06-30,2020,6,27,2020_27
11070,gown,200.0,2020-06-30,2020,6,27,2020_27
11071,gown,200.0,2020-06-30,2020,6,27,2020_27
11072,goggles,204.0,2020-06-30,2020,6,27,2020_27
11078,misc,18.0,2020-06-29,2020,6,27,2020_27
11081,surgical mask,1000.0,2020-06-29,2020,6,27,2020_27
11082,n95,20.0,2020-06-29,2020,6,27,2020_27
11084,gown,300.0,2020-06-29,2020,6,27,2020_27
11085,gloves,500.0,2020-06-29,2020,6,27,2020_27
11086,gloves,500.0,2020-06-29,2020,6,27,2020_27
11087,face shield,1000.0,2020-06-29,2020,6,27,2020_27
11089,surgical mask,1000.0,2020-06-29,2020,6,27,2020_27
11090,n95,100.0,2020-06-29,2020,6,27,2020_27
11092,gown,100.0,2020-06-29,2020,6,27,2020_27
11093,gloves,400.0,2020-06-29,2020,6,27,2020_27
11094,gloves,1600.0,2020-06-29,2020,6,27,2020_27
11095,face shield,10.0,2020-06-29,2020,6,27,2020_27
11098,n95,40.0,2020-06-29,2020,6,27,2020_27
11100,gown,200.0,2020-06-29,2020,6,27,2020_27
11103,surgical mask,1000.0,2020-06-29,2020,6,27,2020_27
11104,n95,200.0,2020-06-29,2020,6,27,2020_27
11106,gown,500.0,2020-06-29,2020,6,27,2020_27
11107,gloves,500.0,2020-06-29,2020,6,27,2020_27
11108,gloves,500.0,2020-06-29,2020,6,27,2020_27
11109,face shield,200.0,2020-06-29,2020,6,27,2020_27
11111,surgical mask,2600.0,2020-06-18,2020,6,25,2020_25
11112,n95,2500.0,2020-06-18,2020,6,25,2020_25
11114,gown,1026.0,2020-06-18,2020,6,25,2020_25
11115,gown,2000.0,2020-06-18,2020,6,25,2020_25
11116,gown,5000.0,2020-06-18,2020,6,25,2020_25
11117,gown,1711.0,2020-06-18,2020,6,25,2020_25
11118,gown,500.0,2020-06-18,2020,6,25,2020_25
11119,misc,200.0,2020-06-18,2020,6,25,2020_25
11120,stat paq,200.0,2020-06-18,2020,6,25,2020_25
11121,face shield,240.0,2020-06-18,2020,6,25,2020_25
11123,surgical mask,500.0,2020-06-30,2020,6,27,2020_27
11124,n95,100.0,2020-06-30,2020,6,27,2020_27
11126,gown,300.0,2020-06-30,2020,6,27,2020_27
11127,gloves,500.0,2020-06-30,2020,6,27,2020_27
11133,gown,700.0,2020-06-30,2020,6,27,2020_27
11136,surgical mask,700.0,2020-06-30,2020,6,27,2020_27
11137,n95,220.0,2020-06-30,2020,6,27,2020_27
11139,gown,400.0,2020-06-30,2020,6,27,2020_27
11140,gloves,700.0,2020-06-30,2020,6,27,2020_27
11141,gloves,700.0,2020-06-30,2020,6,27,2020_27
11142,face shield,30.0,2020-06-30,2020,6,27,2020_27
11144,surgical mask,1600.0,2020-06-30,2020,6,27,2020_27
11145,n95,500.0,2020-06-30,2020,6,27,2020_27
11147,gown,100.0,2020-06-30,2020,6,27,2020_27
11148,gloves,500.0,2020-06-30,2020,6,27,2020_27
11149,gloves,300.0,2020-06-30,2020,6,27,2020_27
11150,face shield,350.0,2020-06-30,2020,6,27,2020_27
11152,surgical mask,300.0,2020-06-25,2020,6,26,2020_26
11155,gown,70.0,2020-06-25,2020,6,26,2020_26
11156,gown,70.0,2020-06-25,2020,6,26,2020_26
11157,gloves,300.0,2020-06-25,2020,6,26,2020_26
11158,gloves,300.0,2020-06-25,2020,6,26,2020_26
11159,face shield,150.0,2020-06-25,2020,6,26,2020_26
11161,surgical mask,1000.0,2020-06-29,2020,6,27,2020_27
11162,n95,500.0,2020-06-29,2020,6,27,2020_27
11164,gown,500.0,2020-06-29,2020,6,27,2020_27
11165,gloves,1000.0,2020-06-29,2020,6,27,2020_27
11166,gloves,1000.0,2020-06-29,2020,6,27,2020_27
11167,face shield,80.0,2020-06-29,2020,6,27,2020_27
11169,surgical mask,300.0,2020-06-26,2020,6,26,2020_26
11170,n95,160.0,2020-06-26,2020,6,26,2020_26
11172,gown,200.0,2020-06-26,2020,6,26,2020_26
11173,gloves,600.0,2020-06-26,2020,6,26,2020_26
11174,gloves,600.0,2020-06-26,2020,6,26,2020_26
11175,gloves,600.0,2020-06-26,2020,6,26,2020_26
11176,face shield,100.0,2020-06-26,2020,6,26,2020_26
11181,gloves,1000.0,2020-06-25,2020,6,26,2020_26
11184,surgical mask,100.0,2020-06-26,2020,6,26,2020_26
11185,n95,300.0,2020-06-26,2020,6,26,2020_26
11187,gown,1000.0,2020-06-26,2020,6,26,2020_26
11188,gown,200.0,2020-06-26,2020,6,26,2020_26
11189,face shield,300.0,2020-06-26,2020,6,26,2020_26
11192,n95,500.0,2020-06-26,2020,6,26,2020_26
11194,gown,500.0,2020-06-26,2020,6,26,2020_26
11195,face shield,500.0,2020-06-26,2020,6,26,2020_26
11197,surgical mask,2000.0,2020-06-26,2020,6,26,2020_26
11198,n95,200.0,2020-06-26,2020,6,26,2020_26
11200,gloves,200.0,2020-06-26,2020,6,26,2020_26
11201,gloves,200.0,2020-06-26,2020,6,26,2020_26
11202,gloves,200.0,2020-06-26,2020,6,26,2020_26
11203,gloves,200.0,2020-06-26,2020,6,26,2020_26
11207,n95,60.0,2020-06-26,2020,6,26,2020_26
11209,gown,100.0,2020-06-26,2020,6,26,2020_26
11210,gloves,800.0,2020-06-26,2020,6,26,2020_26
11211,gloves,800.0,2020-06-26,2020,6,26,2020_26
11212,gloves,800.0,2020-06-26,2020,6,26,2020_26
11213,face shield,30.0,2020-06-26,2020,6,26,2020_26
11215,surgical mask,1000.0,2020-06-22,2020,6,26,2020_26
11216,n95,420.0,2020-06-22,2020,6,26,2020_26
11218,gown,1500.0,2020-06-22,2020,6,26,2020_26
11219,gown,10.0,2020-06-22,2020,6,26,2020_26
11221,face shield,400.0,2020-06-22,2020,6,26,2020_26
11223,reusable masks,750.0,2020-06-22,2020,6,26,2020_26
11224,surgical mask,750.0,2020-06-22,2020,6,26,2020_26
11228,surgical mask,1500.0,2020-07-02,2020,7,27,2020_27
11229,n95,240.0,2020-07-02,2020,7,27,2020_27
11231,gown,40.0,2020-07-02,2020,7,27,2020_27
11232,gloves,200.0,2020-07-02,2020,7,27,2020_27
11233,gloves,200.0,2020-07-02,2020,7,27,2020_27
11234,face shield,50.0,2020-07-02,2020,7,27,2020_27
11236,surgical mask,200.0,2020-07-02,2020,7,27,2020_27
11237,n95,240.0,2020-07-02,2020,7,27,2020_27
11238,gown,200.0,2020-07-02,2020,7,27,2020_27
11239,gloves,200.0,2020-07-02,2020,7,27,2020_27
11240,gloves,200.0,2020-07-02,2020,7,27,2020_27
11241,gloves,200.0,2020-07-02,2020,7,27,2020_27
11242,face shield,250.0,2020-07-02,2020,7,27,2020_27
11246,gown,750.0,2020-07-01,2020,7,27,2020_27
11247,gloves,200.0,2020-07-01,2020,7,27,2020_27
11250,surgical mask,200.0,2020-07-07,2020,7,28,2020_28
11252,gloves,200.0,2020-07-07,2020,7,28,2020_28
11253,sanitizer,3.0,2020-07-07,2020,7,28,2020_28
11255,surgical mask,1000.0,2020-07-01,2020,7,27,2020_27
11256,n95,60.0,2020-07-01,2020,7,27,2020_27
11258,gown,400.0,2020-07-01,2020,7,27,2020_27
11259,gloves,200.0,2020-07-01,2020,7,27,2020_27
11260,gloves,200.0,2020-07-01,2020,7,27,2020_27
11261,gloves,200.0,2020-07-01,2020,7,27,2020_27
11262,face shield,1000.0,2020-07-01,2020,7,27,2020_27
11264,surgical mask,2000.0,2020-07-01,2020,7,27,2020_27
11265,n95,400.0,2020-07-01,2020,7,27,2020_27
11267,gown,40.0,2020-07-01,2020,7,27,2020_27
11270,surgical mask,500.0,2020-07-01,2020,7,27,2020_27
11271,n95,260.0,2020-07-01,2020,7,27,2020_27
11273,gown,100.0,2020-07-01,2020,7,27,2020_27
11274,gloves,500.0,2020-07-01,2020,7,27,2020_27
11275,gloves,500.0,2020-07-01,2020,7,27,2020_27
11278,surgical mask,200.0,2020-07-01,2020,7,27,2020_27
11279,n95,200.0,2020-07-01,2020,7,27,2020_27
11280,sanitizer,5.0,2020-07-01,2020,7,27,2020_27
11281,gown,100.0,2020-07-01,2020,7,27,2020_27
11282,gloves,100.0,2020-07-01,2020,7,27,2020_27
11283,gloves,100.0,2020-07-01,2020,7,27,2020_27
11284,face shield,200.0,2020-07-01,2020,7,27,2020_27
11286,surgical mask,100.0,2020-07-01,2020,7,27,2020_27
11287,n95,200.0,2020-07-01,2020,7,27,2020_27
11289,gown,100.0,2020-07-01,2020,7,27,2020_27
11290,gloves,500.0,2020-07-01,2020,7,27,2020_27
11291,gloves,500.0,2020-07-01,2020,7,27,2020_27
11292,face shield,50.0,2020-07-01,2020,7,27,2020_27
11295,n95,100.0,2020-07-01,2020,7,27,2020_27
11297,gown,100.0,2020-07-01,2020,7,27,2020_27
11298,gloves,300.0,2020-07-01,2020,7,27,2020_27
11299,gloves,300.0,2020-07-01,2020,7,27,2020_27
11300,face shield,30.0,2020-07-01,2020,7,27,2020_27
11302,surgical mask,200.0,2020-07-01,2020,7,27,2020_27
11303,n95,120.0,2020-07-01,2020,7,27,2020_27
11305,gown,20.0,2020-07-01,2020,7,27,2020_27
11306,gloves,500.0,2020-07-01,2020,7,27,2020_27
11307,gloves,500.0,2020-07-01,2020,7,27,2020_27
11308,face shield,40.0,2020-07-01,2020,7,27,2020_27
11311,n95,900.0,2020-07-02,2020,7,27,2020_27
11314,surgical mask,150.0,2020-07-02,2020,7,27,2020_27
11315,n95,100.0,2020-07-02,2020,7,27,2020_27
11317,gown,600.0,2020-07-02,2020,7,27,2020_27
11318,gloves,300.0,2020-07-02,2020,7,27,2020_27
11319,gloves,300.0,2020-07-02,2020,7,27,2020_27
11320,face shield,20.0,2020-07-02,2020,7,27,2020_27
11322,surgical mask,300.0,2020-07-02,2020,7,27,2020_27
11323,n95,300.0,2020-07-02,2020,7,27,2020_27
11325,gown,500.0,2020-07-02,2020,7,27,2020_27
11326,gloves,200.0,2020-07-02,2020,7,27,2020_27
11327,gloves,200.0,2020-07-02,2020,7,27,2020_27
11328,face shield,200.0,2020-07-02,2020,7,27,2020_27
11330,surgical mask,1000.0,2020-07-02,2020,7,27,2020_27
11331,n95,340.0,2020-07-02,2020,7,27,2020_27
11333,alt. gowns,500.0,2020-07-02,2020,7,27,2020_27
11334,gown,500.0,2020-07-02,2020,7,27,2020_27
11337,surgical mask,1400.0,2020-07-02,2020,7,27,2020_27
11338,n95,240.0,2020-07-02,2020,7,27,2020_27
11339,gown,250.0,2020-07-02,2020,7,27,2020_27
11340,gloves,600.0,2020-07-02,2020,7,27,2020_27
11341,gloves,600.0,2020-07-02,2020,7,27,2020_27
11342,gloves,600.0,2020-07-02,2020,7,27,2020_27
11343,face shield,120.0,2020-07-02,2020,7,27,2020_27
11348,gown,400.0,2020-07-02,2020,7,27,2020_27
11349,face shield,30.0,2020-07-02,2020,7,27,2020_27
11351,surgical mask,100.0,2020-07-02,2020,7,27,2020_27
11352,n95,40.0,2020-07-02,2020,7,27,2020_27
11354,gown,40.0,2020-07-02,2020,7,27,2020_27
11355,gloves,400.0,2020-07-02,2020,7,27,2020_27
11356,gloves,400.0,2020-07-02,2020,7,27,2020_27
11357,face shield,200.0,2020-07-02,2020,7,27,2020_27
11360,n95,500.0,2020-07-06,2020,7,28,2020_28
11362,gown,600.0,2020-07-06,2020,7,28,2020_28
11363,gloves,300.0,2020-07-06,2020,7,28,2020_28
11364,gloves,300.0,2020-07-06,2020,7,28,2020_28
11368,n95,800.0,2020-07-06,2020,7,28,2020_28
11369,gown,800.0,2020-07-06,2020,7,28,2020_28
11370,face shield,800.0,2020-07-06,2020,7,28,2020_28
11373,n95,500.0,2020-07-06,2020,7,28,2020_28
11374,n95,500.0,2020-07-06,2020,7,28,2020_28
11375,gown,1000.0,2020-07-06,2020,7,28,2020_28
11376,gloves,3500.0,2020-07-06,2020,7,28,2020_28
11377,face shield,100.0,2020-07-06,2020,7,28,2020_28
11379,surgical mask,1000.0,2020-07-06,2020,7,28,2020_28
11380,n95,200.0,2020-07-06,2020,7,28,2020_28
11382,gown,600.0,2020-07-06,2020,7,28,2020_28
11385,surgical mask,200.0,2020-07-06,2020,7,28,2020_28
11386,n95,200.0,2020-07-06,2020,7,28,2020_28
11387,gloves,1000.0,2020-07-06,2020,7,28,2020_28
11388,gloves,1000.0,2020-07-06,2020,7,28,2020_28
11389,face shield,200.0,2020-07-06,2020,7,28,2020_28
11391,surgical mask,1000.0,2020-07-06,2020,7,28,2020_28
11392,n95,60.0,2020-07-06,2020,7,28,2020_28
11393,gown,1000.0,2020-07-06,2020,7,28,2020_28
11394,gloves,700.0,2020-07-06,2020,7,28,2020_28
11395,gloves,700.0,2020-07-06,2020,7,28,2020_28
11396,gloves,700.0,2020-07-06,2020,7,28,2020_28
11397,face shield,40.0,2020-07-06,2020,7,28,2020_28
11399,surgical mask,1200.0,2020-07-06,2020,7,28,2020_28
11400,n95,120.0,2020-07-06,2020,7,28,2020_28
11401,gown,30.0,2020-07-06,2020,7,28,2020_28
11402,gloves,800.0,2020-07-06,2020,7,28,2020_28
11403,gloves,800.0,2020-07-06,2020,7,28,2020_28
11404,gloves,800.0,2020-07-06,2020,7,28,2020_28
11405,face shield,30.0,2020-07-06,2020,7,28,2020_28
11407,surgical mask,100.0,2020-07-06,2020,7,28,2020_28
11408,n95,100.0,2020-07-06,2020,7,28,2020_28
11409,gown,200.0,2020-07-06,2020,7,28,2020_28
11410,gloves,200.0,2020-07-06,2020,7,28,2020_28
11411,gloves,200.0,2020-07-06,2020,7,28,2020_28
11412,face shield,30.0,2020-07-06,2020,7,28,2020_28
11414,surgical mask,100.0,2020-07-07,2020,7,28,2020_28
11415,n95,480.0,2020-07-07,2020,7,28,2020_28
11416,gown,500.0,2020-07-07,2020,7,28,2020_28
11419,surgical mask,2000.0,2020-07-07,2020,7,28,2020_28
11420,n95,240.0,2020-07-07,2020,7,28,2020_28
11422,gown,300.0,2020-07-07,2020,7,28,2020_28
11423,face shield,100.0,2020-07-07,2020,7,28,2020_28
11425,surgical mask,100.0,2020-07-07,2020,7,28,2020_28
11426,n95,40.0,2020-07-07,2020,7,28,2020_28
11427,gloves,300.0,2020-07-07,2020,7,28,2020_28
11428,gloves,300.0,2020-07-07,2020,7,28,2020_28
11429,face shield,10.0,2020-07-07,2020,7,28,2020_28
11431,surgical mask,250.0,2020-07-07,2020,7,28,2020_28
11432,n95,360.0,2020-07-07,2020,7,28,2020_28
11434,gown,460.0,2020-07-07,2020,7,28,2020_28
11435,gloves,700.0,2020-07-07,2020,7,28,2020_28
11436,face shield,50.0,2020-07-07,2020,7,28,2020_28
11438,surgical mask,50.0,2020-07-07,2020,7,28,2020_28
11439,n95,20.0,2020-07-07,2020,7,28,2020_28
11440,gown,10.0,2020-07-07,2020,7,28,2020_28
11441,gloves,200.0,2020-07-07,2020,7,28,2020_28
11442,gloves,200.0,2020-07-07,2020,7,28,2020_28
11443,face shield,10.0,2020-07-07,2020,7,28,2020_28
11445,surgical mask,1200.0,2020-06-19,2020,6,25,2020_25
11451,n95,300.0,2020-06-18,2020,6,25,2020_25
11453,gown,1000.0,2020-06-18,2020,6,25,2020_25
11456,surgical mask,200.0,2020-06-16,2020,6,25,2020_25
11457,n95,150.0,2020-06-16,2020,6,25,2020_25
11459,alt. gowns,200.0,2020-06-16,2020,6,25,2020_25
11460,alt. gowns,200.0,2020-06-16,2020,6,25,2020_25
11461,alt. gowns,200.0,2020-06-16,2020,6,25,2020_25
11462,face shield,30.0,2020-06-16,2020,6,25,2020_25
11464,surgical mask,500.0,2020-06-18,2020,6,25,2020_25
11465,gown,50.0,2020-06-18,2020,6,25,2020_25
11466,gloves,500.0,2020-06-18,2020,6,25,2020_25
11467,face shield,10.0,2020-06-18,2020,6,25,2020_25
11469,surgical mask,50.0,2020-06-18,2020,6,25,2020_25
11470,n95,60.0,2020-06-18,2020,6,25,2020_25
11472,gown,50.0,2020-06-18,2020,6,25,2020_25
11473,face shield,10.0,2020-06-18,2020,6,25,2020_25
11475,surgical mask,500.0,2020-07-02,2020,7,27,2020_27
11476,n95,300.0,2020-07-02,2020,7,27,2020_27
11478,gown,500.0,2020-07-02,2020,7,27,2020_27
11479,alt. gowns,500.0,2020-07-02,2020,7,27,2020_27
11480,gloves,300.0,2020-07-02,2020,7,27,2020_27
11481,gloves,300.0,2020-07-02,2020,7,27,2020_27
11482,gloves,500.0,2020-07-02,2020,7,27,2020_27
11483,face shield,80.0,2020-07-02,2020,7,27,2020_27
11486,n95,100.0,2020-07-02,2020,7,27,2020_27
11487,gown,200.0,2020-07-02,2020,7,27,2020_27
11488,face shield,200.0,2020-07-02,2020,7,27,2020_27
11491,n95,360.0,2020-07-08,2020,7,28,2020_28
11493,gown,600.0,2020-07-08,2020,7,28,2020_28
11494,gloves,300.0,2020-07-08,2020,7,28,2020_28
11495,gloves,300.0,2020-07-08,2020,7,28,2020_28
11496,face shield,50.0,2020-07-08,2020,7,28,2020_28
11498,kn95,10000.0,2020-07-08,2020,7,28,2020_28
11499,kn95,30000.0,2020-07-08,2020,7,28,2020_28
11500,kn95,40080.0,2020-07-08,2020,7,28,2020_28
11505,gown,6000.0,2020-07-08,2020,7,28,2020_28
11506,goggles,960.0,2020-07-08,2020,7,28,2020_28
11507,face shield,5000.0,2020-07-08,2020,7,28,2020_28
11510,n95,40.0,2020-07-08,2020,7,28,2020_28
11511,gloves,500.0,2020-07-08,2020,7,28,2020_28
11512,face shield,100.0,2020-07-08,2020,7,28,2020_28
11514,surgical mask,500.0,2020-07-08,2020,7,28,2020_28
11515,n95,480.0,2020-07-08,2020,7,28,2020_28
11517,gown,600.0,2020-07-08,2020,7,28,2020_28
11518,gloves,500.0,2020-07-08,2020,7,28,2020_28
11519,gloves,500.0,2020-07-08,2020,7,28,2020_28
11520,gloves,500.0,2020-07-08,2020,7,28,2020_28
11521,sanitizer,3.0,2020-07-08,2020,7,28,2020_28
11522,face shield,80.0,2020-07-08,2020,7,28,2020_28
11524,surgical mask,2000.0,2020-07-08,2020,7,28,2020_28
11525,n95,480.0,2020-07-08,2020,7,28,2020_28
11526,gown,3000.0,2020-07-08,2020,7,28,2020_28
11527,gloves,500.0,2020-07-08,2020,7,28,2020_28
11528,gloves,500.0,2020-07-08,2020,7,28,2020_28
11529,face shield,120.0,2020-07-08,2020,7,28,2020_28
11531,surgical mask,200.0,2020-07-08,2020,7,28,2020_28
11532,n95,80.0,2020-07-08,2020,7,28,2020_28
11534,gown,500.0,2020-07-08,2020,7,28,2020_28
11535,gloves,400.0,2020-07-08,2020,7,28,2020_28
11536,gloves,400.0,2020-07-08,2020,7,28,2020_28
11537,gloves,400.0,2020-07-08,2020,7,28,2020_28
11538,gloves,400.0,2020-07-08,2020,7,28,2020_28
11541,surgical mask,300.0,2020-07-08,2020,7,28,2020_28
11542,n95,60.0,2020-07-08,2020,7,28,2020_28
